"article_id","topic","gamma"
"01eef7a17ea194d534dbf7c2110811d8",2,0.239588753380586
"01eef7a17ea194d534dbf7c2110811d8",3,0.000284433220518319
"01eef7a17ea194d534dbf7c2110811d8",4,0.000284412862767541
"01eef7a17ea194d534dbf7c2110811d8",5,0.000284428537499036
"01f1e2d0c844ed9eef3ca7130640c40c",1,0.0438091282449637
"01f1e2d0c844ed9eef3ca7130640c40c",2,0.000865618542241208
"01f1e2d0c844ed9eef3ca7130640c40c",3,0.866736285068825
"01f1e2d0c844ed9eef3ca7130640c40c",4,0.000865567626191474
"01f1e2d0c844ed9eef3ca7130640c40c",5,0.0877234005177787
"01f698cbd0391266280e05913b0c9eda",1,0.145986234256657
"01f698cbd0391266280e05913b0c9eda",2,0.00112971459194173
"01f698cbd0391266280e05913b0c9eda",3,0.00112951163215653
"01f698cbd0391266280e05913b0c9eda",4,0.850624725996365
"01f698cbd0391266280e05913b0c9eda",5,0.00112981352287985
"020580c4ed7a3da723ad58a91caa4528",1,0.39328733448092
"020580c4ed7a3da723ad58a91caa4528",2,0.575165283977605
"020580c4ed7a3da723ad58a91caa4528",3,0.000228011903768704
"020580c4ed7a3da723ad58a91caa4528",4,0.000228025058997628
"020580c4ed7a3da723ad58a91caa4528",5,0.0310913445787091
"020650173d83459ef4be0ed3dcc17346",1,0.00128981157493949
"020650173d83459ef4be0ed3dcc17346",2,0.00128978397144001
"020650173d83459ef4be0ed3dcc17346",3,0.994840773101304
"020650173d83459ef4be0ed3dcc17346",4,0.00128984373659199
"020650173d83459ef4be0ed3dcc17346",5,0.00128978761572453
"0208dab7e9feb39030446a72259d87ce",1,0.00183442188857537
"0208dab7e9feb39030446a72259d87ce",2,0.130387216609258
"0208dab7e9feb39030446a72259d87ce",3,0.00183471657791473
"0208dab7e9feb39030446a72259d87ce",4,0.00183465621550507
"0208dab7e9feb39030446a72259d87ce",5,0.864108988708747
"02098e8b013289e730e76f489a57b1a0",1,0.21425953679411
"02098e8b013289e730e76f489a57b1a0",2,0.515241930988447
"02098e8b013289e730e76f489a57b1a0",3,0.000994796442987833
"02098e8b013289e730e76f489a57b1a0",4,0.000994737784225006
"02098e8b013289e730e76f489a57b1a0",5,0.268508997990231
"020ce0fc8c4eccad87539e14116f35f0",1,0.910988893356464
"020ce0fc8c4eccad87539e14116f35f0",2,0.000850993571048565
"020ce0fc8c4eccad87539e14116f35f0",3,0.000850914373207616
"020ce0fc8c4eccad87539e14116f35f0",4,0.0864582790018249
"020ce0fc8c4eccad87539e14116f35f0",5,0.000850919697455019
"020dea45f4d94d29fc126000052c00e6",1,0.176494419085956
"020dea45f4d94d29fc126000052c00e6",2,0.000622944655378828
"020dea45f4d94d29fc126000052c00e6",3,0.10562860209032
"020dea45f4d94d29fc126000052c00e6",4,0.0006229033736345
"020dea45f4d94d29fc126000052c00e6",5,0.716631130794711
"020ed6eaaef0d39f49f0b668810c0900",1,0.000451390220403776
"020ed6eaaef0d39f49f0b668810c0900",2,0.00045143018519134
"020ed6eaaef0d39f49f0b668810c0900",3,0.000451314291948587
"020ed6eaaef0d39f49f0b668810c0900",4,0.99819450206376
"020ed6eaaef0d39f49f0b668810c0900",5,0.000451363238695938
"022fe529270f276132e021600948745f",1,0.154670212234288
"022fe529270f276132e021600948745f",2,0.102453924937384
"022fe529270f276132e021600948745f",3,0.00210437604305428
"022fe529270f276132e021600948745f",4,0.596306415276393
"022fe529270f276132e021600948745f",5,0.144465071508881
"024bb84b805f09126bb438df246a8c9e",1,0.000966046978422447
"024bb84b805f09126bb438df246a8c9e",2,0.000965914373087792
"024bb84b805f09126bb438df246a8c9e",3,0.000965848959532553
"024bb84b805f09126bb438df246a8c9e",4,0.898126756306671
"024bb84b805f09126bb438df246a8c9e",5,0.098975433382286
"02511edcaaead8352a3ce7ecc61d8c48",1,0.0882084174445282
"02511edcaaead8352a3ce7ecc61d8c48",2,0.000748924305965194
"02511edcaaead8352a3ce7ecc61d8c48",3,0.000748826462758212
"02511edcaaead8352a3ce7ecc61d8c48",4,0.909544884183923
"02511edcaaead8352a3ce7ecc61d8c48",5,0.000748947602825968
"02545231a8a5f6de5410fbd6f0a7d539",1,0.000553857867443955
"02545231a8a5f6de5410fbd6f0a7d539",2,0.939107108064572
"02545231a8a5f6de5410fbd6f0a7d539",3,0.000553814312448592
"02545231a8a5f6de5410fbd6f0a7d539",4,0.0592312965712033
"02545231a8a5f6de5410fbd6f0a7d539",5,0.000553923184332619
"025b286f0f52271d15d23a6a2f2decd1",1,0.594684965444773
"025b286f0f52271d15d23a6a2f2decd1",2,0.131937567504315
"025b286f0f52271d15d23a6a2f2decd1",3,0.00145977441583842
"025b286f0f52271d15d23a6a2f2decd1",4,0.00145940235516603
"025b286f0f52271d15d23a6a2f2decd1",5,0.270458290279908
"025be039f25bdb3d93206ab45bd6db69",1,0.00377293214340562
"025be039f25bdb3d93206ab45bd6db69",2,0.00377245029875005
"025be039f25bdb3d93206ab45bd6db69",3,0.156320429440091
"025be039f25bdb3d93206ab45bd6db69",4,0.00377207557068027
"025be039f25bdb3d93206ab45bd6db69",5,0.832362112547073
"025cf160ba9d7b92d7233d7be7e92515",1,0.0227198217870519
"025cf160ba9d7b92d7233d7be7e92515",2,0.000850940654968116
"025cf160ba9d7b92d7233d7be7e92515",3,0.627728607123385
"025cf160ba9d7b92d7233d7be7e92515",4,0.000850784660347827
"025cf160ba9d7b92d7233d7be7e92515",5,0.347849845774247
